dataset,scheme,epsilon,attack_type,direction,malicious_ratio,lambda,true_triangle_count,avg_estimated_triangle_count,relative_signed_error,mre,finished,log_file
Gplus,CaliToUpper,2,scale,decrease,0.13,1,,,,0.013387,1,results_laplace_all_attacks/Gplus_CaliToUpper_eps2_scale_decrease_mr0.13_lambda1.log
Gplus,CaliToUpper,2,scale,decrease,0.15,1,,,,0.015638,1,results_laplace_all_attacks/Gplus_CaliToUpper_eps2_scale_decrease_mr0.15_lambda1.log
Gplus,CaliToUpper,2,scale,decrease,0.18,1,,,,0.018936,1,results_laplace_all_attacks/Gplus_CaliToUpper_eps2_scale_decrease_mr0.18_lambda1.log
Gplus,CaliToUpper,2,scale,decrease,0.20,1,,,,0.021161,1,results_laplace_all_attacks/Gplus_CaliToUpper_eps2_scale_decrease_mr0.20_lambda1.log
Gplus,CaliToUpper,2,scale,increase,0.03,1,,,,0.004350,1,results_laplace_all_attacks/Gplus_CaliToUpper_eps2_scale_increase_mr0.03_lambda1.log
Gplus,CaliToUpper,2,scale,increase,0.05,1,,,,0.006499,1,results_laplace_all_attacks/Gplus_CaliToUpper_eps2_scale_increase_mr0.05_lambda1.log
Gplus,CaliToUpper,2,scale,increase,0.08,1,,,,0.009826,1,results_laplace_all_attacks/Gplus_CaliToUpper_eps2_scale_increase_mr0.08_lambda1.log
Gplus,CaliToUpper,2,scale,increase,0.10,1,,,,0.012078,1,results_laplace_all_attacks/Gplus_CaliToUpper_eps2_scale_increase_mr0.10_lambda1.log
Gplus,CaliToUpper,2,scale,increase,0.13,1,,,,0.015326,1,results_laplace_all_attacks/Gplus_CaliToUpper_eps2_scale_increase_mr0.13_lambda1.log
Gplus,CaliToUpper,2,scale,increase,0.15,1,,,,0.017578,1,results_laplace_all_attacks/Gplus_CaliToUpper_eps2_scale_increase_mr0.15_lambda1.log
Gplus,CaliToUpper,2,scale,increase,0.18,1,,,,0.020876,1,results_laplace_all_attacks/Gplus_CaliToUpper_eps2_scale_increase_mr0.18_lambda1.log
Gplus,CaliToUpper,2,scale,increase,0.20,1,,,,0.023101,1,results_laplace_all_attacks/Gplus_CaliToUpper_eps2_scale_increase_mr0.20_lambda1.log
IMDB,CaliToLS,0.5,clean,none,0,0,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_clean.log
IMDB,CaliToLS,0.5,count,decrease,0.03,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_count_decrease_mr0.03_lambda1.log
IMDB,CaliToLS,0.5,count,decrease,0.05,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_count_decrease_mr0.05_lambda1.log
IMDB,CaliToLS,0.5,count,decrease,0.08,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_count_decrease_mr0.08_lambda1.log
IMDB,CaliToLS,0.5,count,decrease,0.10,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_count_decrease_mr0.10_lambda1.log
IMDB,CaliToLS,0.5,count,decrease,0.13,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_count_decrease_mr0.13_lambda1.log
IMDB,CaliToLS,0.5,count,decrease,0.15,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_count_decrease_mr0.15_lambda1.log
IMDB,CaliToLS,0.5,count,decrease,0.18,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_count_decrease_mr0.18_lambda1.log
IMDB,CaliToLS,0.5,count,decrease,0.20,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_count_decrease_mr0.20_lambda1.log
IMDB,CaliToLS,0.5,count,increase,0.03,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_count_increase_mr0.03_lambda1.log
IMDB,CaliToLS,0.5,count,increase,0.05,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_count_increase_mr0.05_lambda1.log
IMDB,CaliToLS,0.5,count,increase,0.08,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_count_increase_mr0.08_lambda1.log
IMDB,CaliToLS,0.5,count,increase,0.10,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_count_increase_mr0.10_lambda1.log
IMDB,CaliToLS,0.5,count,increase,0.13,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_count_increase_mr0.13_lambda1.log
IMDB,CaliToLS,0.5,count,increase,0.15,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_count_increase_mr0.15_lambda1.log
IMDB,CaliToLS,0.5,count,increase,0.18,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_count_increase_mr0.18_lambda1.log
IMDB,CaliToLS,0.5,count,increase,0.20,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_count_increase_mr0.20_lambda1.log
IMDB,CaliToLS,0.5,fixed,decrease,0.03,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_fixed_decrease_mr0.03_lambda1.log
IMDB,CaliToLS,0.5,fixed,decrease,0.05,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_fixed_decrease_mr0.05_lambda1.log
IMDB,CaliToLS,0.5,fixed,decrease,0.08,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_fixed_decrease_mr0.08_lambda1.log
IMDB,CaliToLS,0.5,fixed,decrease,0.10,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_fixed_decrease_mr0.10_lambda1.log
IMDB,CaliToLS,0.5,fixed,decrease,0.13,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_fixed_decrease_mr0.13_lambda1.log
IMDB,CaliToLS,0.5,fixed,decrease,0.15,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_fixed_decrease_mr0.15_lambda1.log
IMDB,CaliToLS,0.5,fixed,decrease,0.18,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_fixed_decrease_mr0.18_lambda1.log
IMDB,CaliToLS,0.5,fixed,decrease,0.20,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_fixed_decrease_mr0.20_lambda1.log
IMDB,CaliToLS,0.5,fixed,increase,0.03,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_fixed_increase_mr0.03_lambda1.log
IMDB,CaliToLS,0.5,fixed,increase,0.05,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_fixed_increase_mr0.05_lambda1.log
IMDB,CaliToLS,0.5,fixed,increase,0.08,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_fixed_increase_mr0.08_lambda1.log
IMDB,CaliToLS,0.5,fixed,increase,0.10,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_fixed_increase_mr0.10_lambda1.log
IMDB,CaliToLS,0.5,fixed,increase,0.13,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_fixed_increase_mr0.13_lambda1.log
IMDB,CaliToLS,0.5,fixed,increase,0.15,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_fixed_increase_mr0.15_lambda1.log
IMDB,CaliToLS,0.5,fixed,increase,0.18,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_fixed_increase_mr0.18_lambda1.log
IMDB,CaliToLS,0.5,fixed,increase,0.20,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_fixed_increase_mr0.20_lambda1.log
IMDB,CaliToLS,0.5,scale,decrease,0.03,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_scale_decrease_mr0.03_lambda1.log
IMDB,CaliToLS,0.5,scale,decrease,0.05,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_scale_decrease_mr0.05_lambda1.log
IMDB,CaliToLS,0.5,scale,decrease,0.08,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_scale_decrease_mr0.08_lambda1.log
IMDB,CaliToLS,0.5,scale,decrease,0.10,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_scale_decrease_mr0.10_lambda1.log
IMDB,CaliToLS,0.5,scale,decrease,0.13,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_scale_decrease_mr0.13_lambda1.log
IMDB,CaliToLS,0.5,scale,decrease,0.15,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_scale_decrease_mr0.15_lambda1.log
IMDB,CaliToLS,0.5,scale,decrease,0.18,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_scale_decrease_mr0.18_lambda1.log
IMDB,CaliToLS,0.5,scale,decrease,0.20,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_scale_decrease_mr0.20_lambda1.log
IMDB,CaliToLS,0.5,scale,increase,0.03,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_scale_increase_mr0.03_lambda1.log
IMDB,CaliToLS,0.5,scale,increase,0.05,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_scale_increase_mr0.05_lambda1.log
IMDB,CaliToLS,0.5,scale,increase,0.08,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_scale_increase_mr0.08_lambda1.log
IMDB,CaliToLS,0.5,scale,increase,0.10,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_scale_increase_mr0.10_lambda1.log
IMDB,CaliToLS,0.5,scale,increase,0.13,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_scale_increase_mr0.13_lambda1.log
IMDB,CaliToLS,0.5,scale,increase,0.15,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_scale_increase_mr0.15_lambda1.log
IMDB,CaliToLS,0.5,scale,increase,0.18,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_scale_increase_mr0.18_lambda1.log
IMDB,CaliToLS,0.5,scale,increase,0.20,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps0.5_scale_increase_mr0.20_lambda1.log
IMDB,CaliToLS,1,clean,none,0,0,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_clean.log
IMDB,CaliToLS,1,count,decrease,0.03,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_count_decrease_mr0.03_lambda1.log
IMDB,CaliToLS,1,count,decrease,0.05,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_count_decrease_mr0.05_lambda1.log
IMDB,CaliToLS,1,count,decrease,0.08,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_count_decrease_mr0.08_lambda1.log
IMDB,CaliToLS,1,count,decrease,0.10,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_count_decrease_mr0.10_lambda1.log
IMDB,CaliToLS,1,count,decrease,0.13,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_count_decrease_mr0.13_lambda1.log
IMDB,CaliToLS,1,count,decrease,0.15,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_count_decrease_mr0.15_lambda1.log
IMDB,CaliToLS,1,count,decrease,0.18,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_count_decrease_mr0.18_lambda1.log
IMDB,CaliToLS,1,count,decrease,0.20,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_count_decrease_mr0.20_lambda1.log
IMDB,CaliToLS,1,count,increase,0.03,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_count_increase_mr0.03_lambda1.log
IMDB,CaliToLS,1,count,increase,0.05,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_count_increase_mr0.05_lambda1.log
IMDB,CaliToLS,1,count,increase,0.08,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_count_increase_mr0.08_lambda1.log
IMDB,CaliToLS,1,count,increase,0.10,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_count_increase_mr0.10_lambda1.log
IMDB,CaliToLS,1,count,increase,0.13,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_count_increase_mr0.13_lambda1.log
IMDB,CaliToLS,1,count,increase,0.15,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_count_increase_mr0.15_lambda1.log
IMDB,CaliToLS,1,count,increase,0.18,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_count_increase_mr0.18_lambda1.log
IMDB,CaliToLS,1,count,increase,0.20,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_count_increase_mr0.20_lambda1.log
IMDB,CaliToLS,1,fixed,decrease,0.03,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_fixed_decrease_mr0.03_lambda1.log
IMDB,CaliToLS,1,fixed,decrease,0.05,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_fixed_decrease_mr0.05_lambda1.log
IMDB,CaliToLS,1,fixed,decrease,0.08,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_fixed_decrease_mr0.08_lambda1.log
IMDB,CaliToLS,1,fixed,decrease,0.10,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_fixed_decrease_mr0.10_lambda1.log
IMDB,CaliToLS,1,fixed,decrease,0.13,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_fixed_decrease_mr0.13_lambda1.log
IMDB,CaliToLS,1,fixed,decrease,0.15,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_fixed_decrease_mr0.15_lambda1.log
IMDB,CaliToLS,1,fixed,decrease,0.18,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_fixed_decrease_mr0.18_lambda1.log
IMDB,CaliToLS,1,fixed,decrease,0.20,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_fixed_decrease_mr0.20_lambda1.log
IMDB,CaliToLS,1,fixed,increase,0.03,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_fixed_increase_mr0.03_lambda1.log
IMDB,CaliToLS,1,fixed,increase,0.05,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_fixed_increase_mr0.05_lambda1.log
IMDB,CaliToLS,1,fixed,increase,0.08,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_fixed_increase_mr0.08_lambda1.log
IMDB,CaliToLS,1,fixed,increase,0.10,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_fixed_increase_mr0.10_lambda1.log
IMDB,CaliToLS,1,fixed,increase,0.13,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_fixed_increase_mr0.13_lambda1.log
IMDB,CaliToLS,1,fixed,increase,0.15,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_fixed_increase_mr0.15_lambda1.log
IMDB,CaliToLS,1,fixed,increase,0.18,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_fixed_increase_mr0.18_lambda1.log
IMDB,CaliToLS,1,fixed,increase,0.20,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_fixed_increase_mr0.20_lambda1.log
IMDB,CaliToLS,1,scale,decrease,0.03,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_scale_decrease_mr0.03_lambda1.log
IMDB,CaliToLS,1,scale,decrease,0.05,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_scale_decrease_mr0.05_lambda1.log
IMDB,CaliToLS,1,scale,decrease,0.08,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_scale_decrease_mr0.08_lambda1.log
IMDB,CaliToLS,1,scale,decrease,0.10,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_scale_decrease_mr0.10_lambda1.log
IMDB,CaliToLS,1,scale,decrease,0.13,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_scale_decrease_mr0.13_lambda1.log
IMDB,CaliToLS,1,scale,decrease,0.15,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_scale_decrease_mr0.15_lambda1.log
IMDB,CaliToLS,1,scale,decrease,0.18,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_scale_decrease_mr0.18_lambda1.log
IMDB,CaliToLS,1,scale,decrease,0.20,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_scale_decrease_mr0.20_lambda1.log
IMDB,CaliToLS,1,scale,increase,0.03,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_scale_increase_mr0.03_lambda1.log
IMDB,CaliToLS,1,scale,increase,0.05,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_scale_increase_mr0.05_lambda1.log
IMDB,CaliToLS,1,scale,increase,0.08,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_scale_increase_mr0.08_lambda1.log
IMDB,CaliToLS,1,scale,increase,0.10,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_scale_increase_mr0.10_lambda1.log
IMDB,CaliToLS,1,scale,increase,0.13,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_scale_increase_mr0.13_lambda1.log
IMDB,CaliToLS,1,scale,increase,0.15,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_scale_increase_mr0.15_lambda1.log
IMDB,CaliToLS,1,scale,increase,0.18,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_scale_increase_mr0.18_lambda1.log
IMDB,CaliToLS,1,scale,increase,0.20,1,,,,0.000000,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps1_scale_increase_mr0.20_lambda1.log
IMDB,CaliToLS,2,clean,none,0,0,,,,5.981627,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_clean.log
IMDB,CaliToLS,2,count,decrease,0.03,1,,,,5.986762,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_count_decrease_mr0.03_lambda1.log
IMDB,CaliToLS,2,count,decrease,0.05,1,,,,5.989329,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_count_decrease_mr0.05_lambda1.log
IMDB,CaliToLS,2,count,decrease,0.08,1,,,,5.994464,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_count_decrease_mr0.08_lambda1.log
IMDB,CaliToLS,2,count,decrease,0.10,1,,,,5.999599,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_count_decrease_mr0.10_lambda1.log
IMDB,CaliToLS,2,count,decrease,0.13,1,,,,6.004734,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_count_decrease_mr0.13_lambda1.log
IMDB,CaliToLS,2,count,decrease,0.15,1,,,,6.007301,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_count_decrease_mr0.15_lambda1.log
IMDB,CaliToLS,2,count,decrease,0.18,1,,,,6.020138,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_count_decrease_mr0.18_lambda1.log
IMDB,CaliToLS,2,count,decrease,0.20,1,,,,6.026129,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_count_decrease_mr0.20_lambda1.log
IMDB,CaliToLS,2,count,increase,0.03,1,,,,5.976492,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_count_increase_mr0.03_lambda1.log
IMDB,CaliToLS,2,count,increase,0.05,1,,,,5.973925,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_count_increase_mr0.05_lambda1.log
IMDB,CaliToLS,2,count,increase,0.08,1,,,,5.968790,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_count_increase_mr0.08_lambda1.log
IMDB,CaliToLS,2,count,increase,0.10,1,,,,5.963655,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_count_increase_mr0.10_lambda1.log
IMDB,CaliToLS,2,count,increase,0.13,1,,,,5.958521,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_count_increase_mr0.13_lambda1.log
IMDB,CaliToLS,2,count,increase,0.15,1,,,,5.955953,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_count_increase_mr0.15_lambda1.log
IMDB,CaliToLS,2,count,increase,0.18,1,,,,5.943116,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_count_increase_mr0.18_lambda1.log
IMDB,CaliToLS,2,count,increase,0.20,1,,,,5.937126,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_count_increase_mr0.20_lambda1.log
IMDB,CaliToLS,2,fixed,decrease,0.03,1,,,,6.238367,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_fixed_decrease_mr0.03_lambda1.log
IMDB,CaliToLS,2,fixed,decrease,0.05,1,,,,6.565220,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_fixed_decrease_mr0.05_lambda1.log
IMDB,CaliToLS,2,fixed,decrease,0.08,1,,,,7.179441,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_fixed_decrease_mr0.08_lambda1.log
IMDB,CaliToLS,2,fixed,decrease,0.10,1,,,,7.677546,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_fixed_decrease_mr0.10_lambda1.log
IMDB,CaliToLS,2,fixed,decrease,0.13,1,,,,8.533344,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_fixed_decrease_mr0.13_lambda1.log
IMDB,CaliToLS,2,fixed,decrease,0.15,1,,,,9.133161,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_fixed_decrease_mr0.15_lambda1.log
IMDB,CaliToLS,2,fixed,decrease,0.18,1,,,,10.130612,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_fixed_decrease_mr0.18_lambda1.log
IMDB,CaliToLS,2,fixed,decrease,0.20,1,,,,10.836026,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_fixed_decrease_mr0.20_lambda1.log
IMDB,CaliToLS,2,fixed,increase,0.03,1,,,,5.829539,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_fixed_increase_mr0.03_lambda1.log
IMDB,CaliToLS,2,fixed,increase,0.05,1,,,,5.872431,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_fixed_increase_mr0.05_lambda1.log
IMDB,CaliToLS,2,fixed,increase,0.08,1,,,,6.135555,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_fixed_increase_mr0.08_lambda1.log
IMDB,CaliToLS,2,fixed,increase,0.10,1,,,,6.430323,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_fixed_increase_mr0.10_lambda1.log
IMDB,CaliToLS,2,fixed,increase,0.13,1,,,,7.083799,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_fixed_increase_mr0.13_lambda1.log
IMDB,CaliToLS,2,fixed,increase,0.15,1,,,,7.608439,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_fixed_increase_mr0.15_lambda1.log
IMDB,CaliToLS,2,fixed,increase,0.18,1,,,,8.549817,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_fixed_increase_mr0.18_lambda1.log
IMDB,CaliToLS,2,fixed,increase,0.20,1,,,,9.177402,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_fixed_increase_mr0.20_lambda1.log
IMDB,CaliToLS,2,scale,decrease,0.03,1,,,,20.358929,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_scale_decrease_mr0.03_lambda1.log
IMDB,CaliToLS,2,scale,decrease,0.05,1,,,,32.511837,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_scale_decrease_mr0.05_lambda1.log
IMDB,CaliToLS,2,scale,decrease,0.08,1,,,,51.609541,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_scale_decrease_mr0.08_lambda1.log
IMDB,CaliToLS,2,scale,decrease,0.10,1,,,,64.341343,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_scale_decrease_mr0.10_lambda1.log
IMDB,CaliToLS,2,scale,decrease,0.13,1,,,,83.439046,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_scale_decrease_mr0.13_lambda1.log
IMDB,CaliToLS,2,scale,decrease,0.15,1,,,,96.170849,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_scale_decrease_mr0.15_lambda1.log
IMDB,CaliToLS,2,scale,decrease,0.18,1,,,,115.332211,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_scale_decrease_mr0.18_lambda1.log
IMDB,CaliToLS,2,scale,decrease,0.20,1,,,,128.064013,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_scale_decrease_mr0.20_lambda1.log
IMDB,CaliToLS,2,scale,increase,0.03,1,,,,18.515996,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_scale_increase_mr0.03_lambda1.log
IMDB,CaliToLS,2,scale,increase,0.05,1,,,,31.147174,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_scale_increase_mr0.05_lambda1.log
IMDB,CaliToLS,2,scale,increase,0.08,1,,,,50.244877,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_scale_increase_mr0.08_lambda1.log
IMDB,CaliToLS,2,scale,increase,0.10,1,,,,62.976679,1,results_laplace_all_attacks_IMDB/IMDB_CaliToLS_eps2_scale_increase_mr0.10_lambda1.log
